imageName,annotated,cards_counted,total_cards,videoId,upper_left_face_visible,upper_left_face_x,upper_left_face_y,upper_right_face_visible,upper_right_face_x,upper_right_face_y,upper_left_back_visible,upper_left_back_x,upper_left_back_y,upper_right_back_visible,upper_right_back_x,upper_right_back_y,lower_left_face_visible,lower_left_face_x,lower_left_face_y,lower_right_face_visible,lower_right_face_x,lower_right_face_y,lower_left_back_visible,lower_left_back_x,lower_left_back_y,lower_right_back_visible,lower_right_back_x,lower_right_back_y,mask
MAQ01039_frame_100.jpg,1,50,52,3,0,0.0,0.0,1,0.2875,0.698438,1,0.091667,0.446875,1,0.21875,0.703125,1,0.43125,0.1625,1,0.65625,0.44375,1,0.364583,0.135937,1,0.59375,0.4375,MAQ01039_frame_100_mask.jpg
MAQ01039_frame_120.jpg,1,50,52,3,0,0.0,0.0,0,0.0,0.0,1,0.102083,0.365625,1,0.158333,0.639062,1,0.497917,0.2125,1,0.604167,0.548438,1,0.43125,0.2,1,0.547917,0.55625,MAQ01039_frame_120_mask.jpg
MAQ01039_frame_140.jpg,1,50,52,3,0,0.0,0.0,0,0.0,0.0,1,0.191667,0.378125,1,0.1875,0.632812,1,0.566667,0.36875,1,0.575,0.685937,1,0.504167,0.375,1,0.514583,0.710938,MAQ01039_frame_140_mask.jpg
MAQ01039_frame_160.jpg,1,50,52,3,1,0.2625,0.323437,0,0.0,0.0,1,0.19375,0.326562,1,0.125,0.58125,1,0.602083,0.451562,1,0.510417,0.759375,1,0.533333,0.470313,1,0.441667,0.790625,MAQ01039_frame_160_mask.jpg
MAQ01039_frame_180.jpg,1,50,52,3,1,0.322917,0.354687,0,0.0,0.0,1,0.247917,0.357812,1,0.129167,0.596875,1,0.6625,0.60625,1,0.489583,0.865625,1,0.5875,0.635938,1,0.4125,0.901563,MAQ01039_frame_180_mask.jpg
MAQ01039_frame_200.jpg,1,50,52,3,1,0.439583,0.257812,0,0.0,0.0,1,0.364583,0.260937,1,0.222917,0.478125,1,0.7375,0.582812,1,0.53125,0.779687,1,0.65625,0.617188,1,0.45625,0.810937,MAQ01039_frame_200_mask.jpg
MAQ01039_frame_220.jpg,1,50,52,3,1,0.447917,0.28281300000000004,0,0.0,0.0,1,0.377083,0.289062,1,0.20625,0.49375,1,0.754167,0.61875,1,0.527083,0.803125,1,0.685417,0.651563,1,0.454167,0.835938,MAQ01039_frame_220_mask.jpg
MAQ01039_frame_240.jpg,1,50,52,3,1,0.49375,0.21875,0,0.0,0.0,1,0.4375,0.217188,1,0.235417,0.432812,1,0.827083,0.520312,1,0.575,0.723437,1,0.779167,0.540625,1,0.510417,0.748437,MAQ01039_frame_240_mask.jpg
MAQ01039_frame_260.jpg,1,50,52,3,1,0.3875,0.226562,0,0.0,0.0,1,0.329167,0.223438,1,0.197917,0.470313,1,0.78125,0.4,1,0.610417,0.670312,1,0.741667,0.414062,1,0.55625,0.696875,MAQ01039_frame_260_mask.jpg
MAQ01039_frame_280.jpg,1,50,52,3,0,0.0,0.0,0,0.0,0.0,1,0.272917,0.376563,1,0.28125,0.645312,1,0.7125,0.307812,1,0.747917,0.634375,1,0.6625,0.3,1,0.702083,0.646875,MAQ01039_frame_280_mask.jpg
MAQ01039_frame_300.jpg,1,50,52,3,0,0.0,0.0,1,0.483333,0.810937,1,0.279167,0.5875,1,0.422917,0.820312,1,0.566667,0.323437,1,0.8,0.565625,1,0.497917,0.310937,1,0.74375,0.567187,MAQ01039_frame_300_mask.jpg
MAQ01039_frame_320.jpg,1,50,52,3,0,0.0,0.0,1,0.422917,0.726562,1,0.191667,0.5375,1,0.345833,0.732812,1,0.40625,0.207813,1,0.65,0.364063,1,0.33125,0.1875,1,0.583333,0.354687,MAQ01039_frame_320_mask.jpg
MAQ01040_frame_0.jpg,1,49,52,4,0,0.0,0.0,1,0.379167,0.703125,1,0.222917,0.45,1,0.31666700000000003,0.70625,1,0.608333,0.25156300000000004,1,0.76875,0.553125,1,0.5375,0.220312,1,0.714583,0.539062,MAQ01040_frame_0_mask.jpg
MAQ01040_frame_20.jpg,1,49,52,4,0,0.0,0.0,1,0.4875,0.707812,1,0.277083,0.473438,1,0.43125,0.7125,1,0.664583,0.234375,1,0.889583,0.503125,1,0.6125,0.209375,1,0.854167,0.4875,MAQ01040_frame_20_mask.jpg
MAQ01040_frame_40.jpg,1,49,52,4,0,0.0,0.0,1,0.452083,0.746875,1,0.166667,0.534375,1,0.379167,0.751563,1,0.44375,0.176563,1,0.754167,0.370312,1,0.358333,0.15,1,0.685417,0.342187,MAQ01040_frame_40_mask.jpg
MAQ01040_frame_60.jpg,1,49,52,4,0,0.0,0.0,1,0.470833,0.789062,1,0.16875,0.629687,1,0.385417,0.79375,0,0.0,0.0,1,0.627083,0.303125,1,0.2375,0.20625,1,0.5375,0.26718800000000004,MAQ01040_frame_60_mask.jpg
MAQ01040_frame_80.jpg,1,49,52,4,0,0.0,0.0,1,0.497917,0.771875,1,0.17083299999999998,0.648438,1,0.40625,0.775,0,0.0,0.0,1,0.616667,0.257812,1,0.220833,0.209375,1,0.522917,0.217188,MAQ01040_frame_80_mask.jpg
MAQ01040_frame_100.jpg,1,49,52,4,0,0.0,0.0,1,0.360417,0.654687,1,0.129167,0.445312,1,0.275,0.642188,0,0.0,0.0,1,0.660417,0.246875,1,0.31875,0.04375,1,0.577083,0.198437,MAQ01040_frame_100_mask.jpg
MAQ01040_frame_120.jpg,1,49,52,4,0,0.0,0.0,1,0.354167,0.726562,1,0.191667,0.476562,1,0.279167,0.725,1,0.51875,0.232813,1,0.695833,0.515625,1,0.4375,0.196875,1,0.61875,0.49375,MAQ01040_frame_120_mask.jpg
MAQ01040_frame_140.jpg,1,49,52,4,0,0.0,0.0,0,0.0,0.0,1,0.202083,0.473438,1,0.241667,0.740625,1,0.520833,0.35,1,0.616667,0.703125,1,0.435417,0.33125,1,0.539583,0.703125,MAQ01040_frame_140_mask.jpg
MAQ01040_frame_160.jpg,1,49,52,4,0,0.0,0.0,0,0.0,0.0,1,0.25,0.26718800000000004,1,0.233333,0.539062,1,0.539583,0.229687,1,0.529167,0.609375,1,0.4375,0.201563,1,0.4375,0.604688,MAQ01040_frame_160_mask.jpg
MAQ01040_frame_180.jpg,1,49,52,4,1,0.202083,0.376563,0,0.0,0.0,1,0.11875,0.373437,1,0.058333,0.646875,1,0.445833,0.490625,1,0.375,0.85,1,0.354167,0.4875,1,0.28541700000000003,0.86875,MAQ01040_frame_180_mask.jpg
MAQ01040_frame_200.jpg,1,49,52,4,1,0.329167,0.321875,0,0.0,0.0,1,0.24375,0.320312,1,0.152083,0.60625,1,0.683333,0.58125,1,0.527083,0.910937,1,0.589583,0.590625,1,0.439583,0.948438,MAQ01040_frame_200_mask.jpg
MAQ01040_frame_220.jpg,1,49,52,4,1,0.389583,0.3,0,0.0,0.0,1,0.308333,0.29843800000000004,1,0.183333,0.578125,1,0.76875,0.6125,1,0.55625,0.91875,1,0.68125,0.626563,1,0.477083,0.953125,MAQ01040_frame_220_mask.jpg
MAQ01040_frame_240.jpg,1,49,52,4,1,0.377083,0.31406300000000004,0,0.0,0.0,1,0.29375,0.310937,1,0.183333,0.589063,1,0.75,0.604688,1,0.5625,0.904687,1,0.6625,0.617188,1,0.477083,0.946875,MAQ01040_frame_240_mask.jpg
MAQ01040_frame_260.jpg,1,49,52,4,1,0.397917,0.239063,0,0.0,0.0,1,0.314583,0.229687,1,0.2375,0.503125,1,0.7375,0.335938,1,0.63125,0.671875,1,0.666667,0.320312,1,0.566667,0.684375,MAQ01040_frame_260_mask.jpg
MAQ01040_frame_280.jpg,1,49,52,4,0,0.0,0.0,0,0.0,0.0,1,0.258333,0.492188,1,0.28541700000000003,0.751563,1,0.65,0.409375,1,0.716667,0.735938,1,0.589583,0.389062,1,0.666667,0.734375,MAQ01040_frame_280_mask.jpg
MAQ01040_frame_300.jpg,1,49,52,4,0,0.0,0.0,1,0.320833,0.809375,1,0.110417,0.554688,1,0.24375,0.817187,1,0.43125,0.26875,1,0.675,0.560937,1,0.345833,0.24375,1,0.597917,0.546875,MAQ01040_frame_300_mask.jpg
MAQ01040_frame_320.jpg,1,49,52,4,0,0.0,0.0,1,0.4375,0.757812,1,0.17916700000000002,0.529687,1,0.34791700000000003,0.757812,1,0.43125,0.146875,1,0.729167,0.34375,1,0.3375,0.12031300000000003,1,0.635417,0.307812,MAQ01040_frame_320_mask.jpg
MAQ01041_frame_0.jpg,1,48,52,5,0,0.0,0.0,1,0.420833,0.707812,1,0.220833,0.501563,1,0.36875,0.714063,1,0.552083,0.2625,1,0.76875,0.490625,1,0.504167,0.248438,1,0.733333,0.48125,MAQ01041_frame_0_mask.jpg
MAQ01041_frame_20.jpg,1,48,52,5,0,0.0,0.0,1,0.375,0.73125,1,0.14166700000000002,0.507812,1,0.314583,0.739062,1,0.472917,0.223438,1,0.735417,0.467187,1,0.420833,0.209375,1,0.689583,0.45625,MAQ01041_frame_20_mask.jpg
MAQ01041_frame_40.jpg,1,48,52,5,0,0.0,0.0,1,0.447917,0.779687,1,0.17291700000000002,0.578125,1,0.366667,0.784375,1,0.395833,0.190625,1,0.720833,0.35625,1,0.3375,0.18125,1,0.64375,0.332813,MAQ01041_frame_40_mask.jpg
MAQ01041_frame_60.jpg,1,48,52,5,0,0.0,0.0,1,0.45625,0.779687,1,0.145833,0.603125,1,0.345833,0.779687,0,0.0,0.0,1,0.645833,0.20625,1,0.23125,0.123438,1,0.5375,0.1625,MAQ01041_frame_60_mask.jpg
MAQ01041_frame_80.jpg,1,48,52,5,0,0.0,0.0,1,0.429167,0.746875,1,0.108333,0.545312,1,0.3375,0.73125,0,0.0,0.0,1,0.76875,0.209375,1,0.335417,0.073438,1,0.691667,0.146875,MAQ01041_frame_80_mask.jpg
MAQ01041_frame_100.jpg,1,48,52,5,0,0.0,0.0,1,0.520833,0.751563,1,0.17291700000000002,0.551562,1,0.44375,0.726562,0,0.0,0.0,1,0.88125,0.221875,1,0.4375,0.090625,1,0.820833,0.160938,MAQ01041_frame_100_mask.jpg
MAQ01041_frame_120.jpg,1,48,52,5,0,0.0,0.0,1,0.49375,0.751563,1,0.2125,0.503125,1,0.40625,0.746875,0,0.0,0.0,1,0.91875,0.3125,1,0.489583,0.067187,1,0.85,0.26875,MAQ01041_frame_120_mask.jpg
MAQ01041_frame_140.jpg,1,48,52,5,0,0.0,0.0,1,0.33125,0.828125,1,0.122917,0.51875,1,0.241667,0.8390629999999999,1,0.541667,0.2125,1,0.797917,0.585938,1,0.44375,0.175,1,0.7125,0.56875,MAQ01041_frame_140_mask.jpg
MAQ01041_frame_160.jpg,1,48,52,5,0,0.0,0.0,0,0.0,0.0,1,0.077083,0.375,1,0.110417,0.757812,1,0.560417,0.125,1,0.704167,0.714063,1,0.410417,0.076563,1,0.56875,0.721875,MAQ01041_frame_160_mask.jpg
MAQ01041_frame_180.jpg,1,48,52,5,0,0.0,0.0,0,0.0,0.0,1,0.252083,0.29843800000000004,1,0.25416700000000003,0.621875,1,0.69375,0.19375,1,0.714583,0.685937,1,0.572917,0.164062,1,0.610417,0.69375,MAQ01041_frame_180_mask.jpg
MAQ01041_frame_200.jpg,1,48,52,5,1,0.214583,0.176563,0,0.0,0.0,1,0.13125,0.165625,1,0.045833,0.45,1,0.50625,0.310937,1,0.383333,0.659375,1,0.414583,0.295312,1,0.297917,0.673438,MAQ01041_frame_200_mask.jpg
MAQ01041_frame_220.jpg,1,48,52,5,1,0.31666700000000003,0.232813,0,0.0,0.0,1,0.233333,0.209375,1,0.04375,0.457813,1,0.560417,0.553125,1,0.302083,0.8125,1,0.472917,0.546875,1,0.210417,0.825,MAQ01041_frame_220_mask.jpg
MAQ01041_frame_240.jpg,1,48,52,5,1,0.39375,0.23125,0,0.0,0.0,1,0.304167,0.209375,1,0.075,0.454688,1,0.61875,0.670312,1,0.310417,0.884375,1,0.51875,0.665625,1,0.208333,0.9,MAQ01041_frame_240_mask.jpg
MAQ01041_frame_260.jpg,1,48,52,5,1,0.464583,0.148438,0,0.0,0.0,1,0.389583,0.128125,1,0.185417,0.385937,1,0.754167,0.44375,1,0.470833,0.71875,1,0.679167,0.429688,1,0.391667,0.728125,MAQ01041_frame_260_mask.jpg
MAQ01041_frame_280.jpg,1,48,52,5,0,0.0,0.0,0,0.0,0.0,1,0.158333,0.3375,1,0.08958300000000001,0.6125,1,0.608333,0.38125,1,0.533333,0.735938,1,0.547917,0.3625,1,0.475,0.740625,MAQ01041_frame_280_mask.jpg
MAQ01041_frame_300.jpg,1,48,52,5,0,0.0,0.0,1,0.3125,0.65625,1,0.23125,0.39375,1,0.25,0.651563,1,0.658333,0.29375,1,0.714583,0.609375,1,0.597917,0.26718800000000004,1,0.666667,0.601562,MAQ01041_frame_300_mask.jpg
MAQ01041_frame_320.jpg,1,48,52,5,0,0.0,0.0,1,0.470833,0.764062,1,0.283333,0.510938,1,0.397917,0.770312,1,0.620833,0.24375,1,0.845833,0.542188,1,0.541667,0.223438,1,0.770833,0.532813,MAQ01041_frame_320_mask.jpg
MAQ01041_frame_340.jpg,1,48,52,5,0,0.0,0.0,1,0.39375,0.729688,1,0.145833,0.50625,1,0.302083,0.734375,1,0.372917,0.10625,1,0.664583,0.303125,1,0.283333,0.089063,1,0.564583,0.276562,MAQ01041_frame_340_mask.jpg
MAQ01042_frame_0.jpg,1,47,52,6,0,0.0,0.0,0,0.0,0.0,1,0.191667,0.432812,1,0.2625,0.698438,1,0.608333,0.271875,1,0.73125,0.598437,1,0.5375,0.265625,1,0.675,0.609375,MAQ01042_frame_0_mask.jpg
MAQ01042_frame_20.jpg,1,47,52,6,0,0.0,0.0,1,0.283333,0.6875,1,0.11875,0.440625,1,0.21875,0.707812,1,0.508333,0.225,1,0.677083,0.540625,1,0.43125,0.215625,1,0.616667,0.55,MAQ01042_frame_20_mask.jpg
MAQ01042_frame_40.jpg,1,47,52,6,0,0.0,0.0,1,0.43125,0.775,1,0.2,0.551562,1,0.35625,0.79375,1,0.508333,0.201563,1,0.775,0.429688,1,0.4125,0.185938,1,0.69375,0.414062,MAQ01042_frame_40_mask.jpg
MAQ01042_frame_60.jpg,1,47,52,6,0,0.0,0.0,1,0.429167,0.748437,1,0.17291700000000002,0.576562,1,0.339583,0.764062,1,0.36875,0.15781199999999998,1,0.64375,0.26718800000000004,1,0.279167,0.151562,1,0.54375,0.24375,MAQ01042_frame_60_mask.jpg
MAQ01042_frame_80.jpg,1,47,52,6,0,0.0,0.0,1,0.433333,0.792188,1,0.152083,0.625,1,0.333333,0.807813,0,0.0,0.0,1,0.620833,0.221875,1,0.233333,0.153125,1,0.5125,0.184375,MAQ01042_frame_80_mask.jpg
MAQ01042_frame_100.jpg,1,47,52,6,0,0.0,0.0,1,0.383333,0.778125,1,0.09375,0.573438,1,0.297917,0.8,1,0.372917,0.13906300000000002,1,0.708333,0.309375,1,0.291667,0.128125,1,0.627083,0.276562,MAQ01042_frame_100_mask.jpg
MAQ01042_frame_120.jpg,1,47,52,6,0,0.0,0.0,1,0.2125,0.732812,1,0.027083,0.460938,1,0.135417,0.753125,1,0.452083,0.196875,1,0.65,0.53125,1,0.366667,0.178125,1,0.58125,0.529687,MAQ01042_frame_120_mask.jpg
MAQ01042_frame_140.jpg,1,47,52,6,0,0.0,0.0,0,0.0,0.0,1,0.11875,0.35625,1,0.1,0.640625,1,0.570833,0.323437,1,0.5625,0.6875,1,0.495833,0.307812,1,0.497917,0.69375,MAQ01042_frame_140_mask.jpg
MAQ01042_frame_160.jpg,1,47,52,6,1,0.183333,0.234375,0,0.0,0.0,1,0.08958300000000001,0.221875,0,0.0,0.0,1,0.547917,0.442188,1,0.3375,0.760938,1,0.46875,0.43125,1,0.258333,0.775,MAQ01042_frame_160_mask.jpg
MAQ01042_frame_180.jpg,1,47,52,6,1,0.333333,0.24375,0,0.0,0.0,1,0.233333,0.225,0,0.0,0.0,1,0.616667,0.701562,1,0.258333,0.909375,1,0.520833,0.704688,1,0.15625,0.932813,MAQ01042_frame_180_mask.jpg
MAQ01042_frame_200.jpg,1,47,52,6,1,0.53125,0.165625,0,0.0,0.0,1,0.422917,0.14218699999999998,1,0.14791700000000002,0.359375,1,0.691667,0.717187,1,0.335417,0.828125,1,0.577083,0.709375,1,0.233333,0.8421870000000001,MAQ01042_frame_200_mask.jpg
MAQ01042_frame_220.jpg,1,47,52,6,1,0.585417,0.16875,0,0.0,0.0,1,0.491667,0.145313,1,0.235417,0.34375,1,0.71875,0.645312,1,0.4,0.764062,1,0.61875,0.634375,1,0.308333,0.771875,MAQ01042_frame_220_mask.jpg
MAQ01042_frame_240.jpg,1,47,52,6,1,0.458333,0.24375,0,0.0,0.0,1,0.36875,0.235937,1,0.185417,0.473438,1,0.75,0.559375,1,0.489583,0.798438,1,0.664583,0.554688,1,0.410417,0.8125,MAQ01042_frame_240_mask.jpg
MAQ01042_frame_260.jpg,1,47,52,6,0,0.0,0.0,0,0.0,0.0,1,0.272917,0.278125,1,0.183333,0.55,1,0.739583,0.32968800000000004,1,0.641667,0.673438,1,0.670833,0.310937,1,0.572917,0.679688,MAQ01042_frame_260_mask.jpg
MAQ01042_frame_280.jpg,1,47,52,6,0,0.0,0.0,0,0.0,0.0,1,0.2125,0.44375,1,0.24375,0.709375,1,0.622917,0.310937,1,0.702083,0.635938,1,0.545833,0.29375,1,0.639583,0.635938,MAQ01042_frame_280_mask.jpg
MAQ01042_frame_300.jpg,1,47,52,6,0,0.0,0.0,1,0.31875,0.710938,1,0.16458299999999998,0.4625,1,0.229167,0.723437,1,0.50625,0.246875,1,0.65,0.573438,1,0.4125,0.234375,1,0.56875,0.565625,MAQ01042_frame_300_mask.jpg
MAQ01042_frame_320.jpg,1,47,52,6,0,0.0,0.0,1,0.28541700000000003,0.7875,1,0.110417,0.509375,1,0.183333,0.810937,1,0.377083,0.14375,1,0.583333,0.496875,1,0.25,0.129688,1,0.44375,0.482812,MAQ01042_frame_320_mask.jpg
